1712.2	0.023241	0.012	0.002
2231.1	0.020926	0.021	0.002
2820.7	0.039899	0.049	0.003
3110.2	0.045491	0.054	0.006
3110.3	0.069746	0.082	0.009
3670.3	0.031300	0.088	0.008
4265.7	0.066639	0.139	0.018
4731	0.066964	0.148	0.017
3681	0.083115	0.102	0.013
4633.8	0.105590	0.177	0.025
4457.6	0.055457	0.159	0.026
4835.3	0.030967	0.187	0.005
5085.6	0.069284	0.169	0.014
5187.3	0.046103	0.250	0.015
5215	0.051229	0.197	0.009
5248.1	0.057500	0.160	0.010
5300.7	0.059696	0.147	0.012
4461.4	0.043571	0.141	0.011
4086	0.025255	0.103	0.007
3380.8	0.073329	0.067	0.006
3273.1	0.028481	0.068	0.002
3253.6	0.029666	0.072	0.002

